佛教中常提到阻礙人類心靈成長的「五毒」，分別是指貪、＿＿、癡、慢、疑。,false
八正道中，教導我們要看清事物無常本質、建立正確因果規律的叫做「＿＿」。,false
當我們在說話時，練習不說惡口、不兩舌、不傳播謠言，這是實踐八正道中的「＿＿」。,false
八正道中，不從事欺騙、不從事犯法或剝削他人的職業，秉持誠信謀生叫做「＿＿」。,false
當我們面對困難不逃避，啟動四正勤持續每天微小的良善努力，這是八正道中的「＿＿」。,false
在小組爭吵時，能夠時時覺察自己的情緒，客觀「就事論事」而不翻舊帳，這是八正道中的「＿＿」。,false
戒定慧對治的人類哪三種煩惱？,false
調整「事情→想法→情緒→行動」的心念轉變，修持隨喜、同理與寬容，這是八正道中的「＿＿」。,false
「攝心為戒，因戒生定，因定發慧」，上文取自於什麼經典？,false
「戒、定、慧」三個字是什麼意思？,false
在「三無漏學」的架構中，「正見」與「正思惟」被歸類為＿＿。,false
在「三無漏學」的架構中，「正語」、「正業」與「正命」被歸類為＿＿。,false
在「三無漏學」的架構中，「正精進」、「正念」與「正定」被歸類為＿＿。,false
五毒中的「＿＿」是指對外在名利、物質或感情過度的執著、貪戀與不願放手。,false
五毒中的「＿＿」是指不明因果規律、對事物真相感到迷惑與盲從的愚昧狀態。,false
五毒中的「＿＿」是指內心高傲、居高臨下、瞧不起他人的傲慢心態。,false
五毒中的「＿＿」是指對正道、良善的因果法則或他人的真心產生過度的懷疑與猜忌。,false
八正道中，要求我們在行為上不殺生、不偷盜、不邪淫，保持身體行為的清淨叫做「＿＿」。,false
當我們專注於當下的呼吸或眼前的任務，心不散亂、達到「心一境性」，這是八正道中的「＿＿」。,false
戒定慧又被稱為什麼學？,false
看到你討厭的網網紅爆出翻車醜聞，Threads上萬人響應炎上。你手很癢，打好了一段極其刻薄、落井下石的留言，準備按下傳送鍵。,false
小組報告進行到一半，有組員因為家裡出大事完全聯絡不上，導致你的工作量瞬間暴增三倍。深夜一邊熬夜趕工，一邊在心裡怨恨詛咒他自私不負責。,false
實習時主管私下暗示你幫忙在一份報銷單上作假帳，並答應事成後分你一筆獎金，還說「大家都是這樣做的，絕對不會被抓」。,false
身為團隊中能力最強的人，看到新手組員做出來的報告漏洞百出。你心裡翻了個大白眼，忍不住用高高在上的語氣酸他。,false
回家時父母又開始碎碎念你的工作、感情與薪水，你覺得隱私被侵犯，忍不住大吼回去：「你們根本不懂，不要管我好不好！」,false
買東西結帳時，店員因為太忙多找了你一張 500 元大鈔。你當下心跳加速，心裡一陣竊喜，正準備當作沒事收進口袋。,false
在辦公室打工時，不小心打破了公司的昂貴藝術擺飾。當下旁邊沒有人看到，大腦第一個念頭是想裝作不知道，甚至推給下一個進來的人。,false
在二手平台賣東西，商品明明有些微的使用刮痕。為了解決庫存，你打算在描述上寫「全新僅拆封」，覺得反正寄出去對方也拿你沒辦法。,false
在 Threads 上分享了自己的作品，結果遇到不理性酸民留言諷刺。你整天心情被毀掉，每隔五分鐘就想點開看，甚至想開小帳跟對方大戰三百回合。,false
在排隊買晚餐時，有個人直接大剌剌地插隊到你前面。你當下火冒三丈，正準備衝上去用最難聽的髒話當眾大罵他一頓。,false
明天就是重要大專案的死線（Deadline），你列了完美的進度表，但一坐到書桌前，大腦就開始焦慮「我一定做不完」，忍不住一直拿起手機刷短影音。,false
下班下課回到家，明明身體很累，卻坐在沙發上漫無目的地刷短影音、打遊戲直到凌晨三點，明知道明天要早起，卻還是停不下來。,false
同時要準備期末考、處理營隊活動、還要兼顧打工。面對排山倒海而來的待辦事項，你整個人陷入「多頭焦慮」，坐在書桌前大腦一片空白，什麼都不想做。,false
在 IG 發了一張自己精心設計、修圖修很久的照片，結果過了一個小時只有 3 個讚。你無比失落，開始反覆刷新頁面，懷疑自己是不是被朋友排擠了。,false
營隊禪坐練習才到第 10 分鐘，你的腿開始劇烈酸痛，大腦瘋狂抱怨「坐在這裡到底有什麼用？浪費時間」，全身上下像有螞蟻在爬，好想立刻張開眼拿手機。,false
參加一個重要的面試或營隊上台簡報，輪到你前一個人表現得無懈可擊、掌聲雷動。坐在台下的你心跳加速、手心狂冒汗，緊張到快要無法呼吸。,false
睡前躺在床上，大腦開始不由自主地回想今天工作上犯的小錯誤，或者三年前講錯的一句話，陷入瘋狂的「反芻思考」，導致嚴重失眠。,false
一邊寫期末大報告，一邊用 iPad 放著影片，旁邊手機還不時跳出 LINE 訊息。一心多用了兩個小時，發現報告只寫了三個字，頭卻非常痛。,false
剛進新單位，發現隔壁桌的資深同事對你非常冷淡，問問題也愛理不理，甚至在開會時實施冷暴力。你心裡開始瘋狂腦補自己是不是得罪他。,false
信用卡的額度已經快要刷爆，但看到網紅極力推薦「限時買一送一」的衣服，依然忍不住想剁手，事後看著帳單又充滿罪惡感。,false
在社群看到以前表現不如你的同學天天出國、買名牌，反觀自己還在領基本薪資，一股強烈的嫉妒與自卑感瞬間湧上來。,false
規劃了半年的出國旅遊，出發當天因為突發天災班機全部取消，當下覺得世界故意跟你作對，整個人陷入絕望與暴怒。,false
初戀情人突然無預警提分手並封鎖你，你痛苦萬分，深夜躲在房間瘋狂用小帳刷對方動態，嚴重懷疑自己這輩子再也不配得到真愛。,false
看到同齡人紛紛考上頂大或進大廠，自己卻原地踏步，陷入強烈的焦慮，盲目訂閱了一堆根本看不完的線上課程。,false
專案被指導老師或主管指出一個很明顯的邏輯錯誤，你心裡極度不服氣，覺得「你根本不懂我的創意」，決定用消極不修改、拖延到最後一刻來無聲對抗。,false
搶購熱門演唱會門票時，你發現寫個自動搶票機器人（黃牛外掛）可以輕鬆壟斷門票，還能高價轉售賺一筆外快，心裡正蠢蠢欲動。,false
早上快遲到騎車狂飆，突然被一台外送機車毫無預警地惡意剪車叉隊，差點撞上。你當下腎上腺素飆升，怒火中燒，想加速超車上去把他攔下來理論。,false
走進辦公室或教室，看到兩個平時跟你有過節的同事/同學在角落低聲咬耳朵，眼神還不時往你這裡看。你內心劇場立刻大爆炸，認定他們在講你壞話。,false
走在路上被突如其來的午後大暴雨淋成落湯雞，鞋子全濕。你接下來的行程全部被毀掉，站在騎樓下覺得自己今天倒楣透頂，看什麼都不順眼。,false
經營網拍為了提高獲利，看到大家都把批發來的便宜貨包裝成「正韓原創設計」高價賣，自己也缺錢，心裡正蠢蠢欲動。,false
獲得命運竊賊道具卡一張,false
獲得命運竊賊道具卡一張,false
獲得命運竊賊道具卡一張,false
獲得命運竊賊道具卡一張,false
獲得命運竊賊道具卡一張,false
獲得神偷大盜道具卡一張,false
獲得神偷大盜道具卡一張,false
獲得神偷大盜道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
獲得俄羅斯方塊道具卡一張,false
請表演喜怒哀樂,false
請表演電風扇,false
請表演水壺倒水,false
請表演盲人摸象,false
請全組用身體拼出天惠兩字,false
請每人交互蹲跳10下,false
全體合唱一小段營歌,false
全體表演腦筋急轉彎的每個情緒選擇5種表演,false
請全組伏地挺身共30下,false
全體鬼臉3連拍,false
